id,mssv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56
12394,35E827FFXPvAibaEXe8Pno0mP3gNIkepSKFzPRJ1,1997,1, 'Gia Lai', KTPM0001, CNPM, CLC,11, D480103,1, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12399,4CC723E2XPvAibaEXe876wt31yGPP6r9sXqNueqs,1997,1, 'Qu?ng Ngãi', HTTT0001, HTTT, CLC,11, D480104,5, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12400,3A751C91XPvAibaEXe876wt31yGPP4jtOTSRHqgW,1998,1, 'Ngh? An', CNTT0001, KTTT, CQUI,11, D480201,1, 'T?nh Ngh? An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12401,AFB0C828XPvAibaEXe876wt31yGPP3TG15v7EEvL,1998,1, 'Thành ph? H? Chí Minh', HTTT0001, HTTT, CTTT,11, D480104,1, 'Qu?n 12',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12404,E402E8DCXPvAibaEXe876wt31yGPP/BDYut7u/p4,1998,1, 'Bình Ph??c', MMTT0001, MMT&TT, CQUI,11, D480102,2, 'Huy?n H?n Qu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12406,49D52C5CXPvAibaEXe+XQbEHiLBIRWH5rU7IHL2f,1998,1, 'Lâm ??ng', HTTT0001, HTTT, CQUI,11, D480104,1, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12408,D8C5E6AEXPvAibaEXe+XQbEHiLBIRcv+3+egRe9e,1998,1, 'Thành ph? H? Chí Minh', KHMT0001, KHMT, CQUI,11, D480101,5, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12411,FD80AB73XPvAibaEXe+XQbEHiLBIRamkrkJOEq58,1998,0, 'V?nh Phúc', HTTT0001, HTTT, CQUI,11, D52480104,1, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12412,47C1E89BXPvAibaEXe+XQbEHiLBIRVOez+MmzmDU,1995,0, 'Tây Ninh', HTTT0001, HTTT, CTTT,11, D480104,1, 'T?nh Tây Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12418,FE3AC989XPvAibaEXe8VnqU11737Hl6IFmKBfB+P,1997,0, 'Ngh? An', MMTT0001, MMT&TT, CQUI,11, D480299,1, 'T?nh Ngh? An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12419,BE810866XPvAibaEXe8VnqU11737HlpMuDrtkNYU,1998,0, 'Bình Thu?n', HTCL2016.2, HTTT, CLC,11, D480104,3, 'Huy?n Hàm Thu?n B?c',T?nh Bình Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421,6726316CXPvAibaEXe8VnqU11737HrFa30iy2jmJ,1997,1, 'Thành ph? H? Chí Minh', KTPM0001, CNPM, CLC,11, D480103,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12425,C85CAC55XPvAibaEXe8eWl5Nr7OWQnSDhPbn24Ji,1998,1, 'Ninh Thu?n', MMTT0001, MMT&TT, CQUI,11, D480299,1, 'Thành ph? Phan Rang -Tháp Chàm',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12428,665A2624XPvAibaEXe8eWl5Nr7OWQoRHFBDwyDEs,1998,1, 'Thành ph? H? Chí Minh', MMTT0001, MMT&TT, KSTN,11, D480299,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12429,49ABC5EFXPvAibaEXe8eWl5Nr7OWQt3VotR9dXYx,1997,1, 'Quãng Ngãi', HTTT2016, HTTT, CQUI,11, D480104,5, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12430,B697F2C4XPvAibaEXe8eWl5Nr7OWQlOcJUrfrtG2,1998,1, 'Thành ph? H? Chí Minh', PMCL2016.2, CNPM, CLC,11, D480103,5, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12433,3D3D9084XPvAibaEXe8eWl5Nr7OWQrtifEgV2NNa,1998,1, 'Thành ph? H? Chí Minh', KTPM0001, CNPM, CLC,11, D480103,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12434,0BF2FC70XPvAibaEXe8eWl5Nr7OWQmKkpXrB/Ifd,1998,1, 'V?nh Long', MMTT0001, MMT&TT, CQUI,11, D480299,2, 'T?nh V?nh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12435,56626D79XPvAibaEXe+D5C9Re7EGLcLpN9AoumiF,1998,1, 'Qu?ng Bình', KTPM0001, CNPM, CQUI,11, D480103,1, 'T?nh Qu?ng Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436,1AFFBC52XPvAibaEXe+D5C9Re7EGLZhZrnN4YGmX,1997,1, 'Khánh Hòa', KHMT2016.2, KHMT, CQUI,11, D480101,3, 'T?nh Khánh Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437,FF8D99CCXPvAibaEXe+D5C9Re7EGLbLZvNjN8yi5,1998,1, 'V?nh Phúc', KTMT0001, KTMT, CLC,11, D520214,3, 'T?nh V?nh Phúc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12439,9C5C5C15XPvAibaEXe+D5C9Re7EGLSun3d4ZgXa/,1998,1, '?à N?ng', PMCL2016.2, CNPM, CLC,11, D480103,5, 'Qu?n H?i Châu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12440,37D1D514XPvAibaEXe+D5C9Re7EGLVDf4ZYLzVb8,1998,1, '??ng Nai', MMTT2016, MMT&TT, CQUI,11, D480102,3, 'ph??ng An Bình', 'Công nhân viên ch?c công ty May ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12442,A2698E63XPvAibaEXe+D5C9Re7EGLdYoD7VxJkyw,1998,1, 'H?i D??ng', HTTT0001, HTTT, CLC,11, D480104,3, 'T?nh H?i D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12444,3828C83AXPvAibaEXe+D5C9Re7EGLWuj0Stjr3Bt,1998,1, '??ng Tháp', KTMT0001, KTMT, CQUI,11, D520214,1, 'T?nh ??ng Tháp',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12445,424EB384XPvAibaEXe/ns/wSuHF6kAg0pvH9yY1n,1998,1, 'Thanh Hóa', KTMT0001, KTMT, CLC,11, D520214,1, 'T?nh Bình Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448,CE26DE57XPvAibaEXe/ns/wSuHF6kIdO4NoVtFhP,1997,1, 'H?u Giang', KTMT2016, KTMT, CQUI,11, D520214,5, 'T?nh H?u Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450,82CCF118XPvAibaEXe/ns/wSuHF6kJuTovSjvh3N,1998,1, 'V?nh Long', KTPM0001, CNPM, CLC,11, D480103,1, 'T?nh V?nh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12453,DB6E52F3XPvAibaEXe/ns/wSuHF6kEQ5whrQp5Q+,1997,0, 'Qu?ng Ngãi', HTTT2016, HTTT, CQUI,11, D480104,3, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12454,B44C3B36XPvAibaEXe/ns/wSuHF6kEcjw3s5q9gL,1997,1, 'Lâm ??ng', HTTT0001, HTTT, CLC,11, D480104,3, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12460,4A16ABDAXPvAibaEXe8FAisiSJM2IgCwu6/sVX1x,1998,1, 'Qu?ng Tr?', HTTT0001, HTTT, CQUI,11, D52480104,1, 'T?nh Qu?ng Tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464,3B582529XPvAibaEXe8FAisiSJM2IrqJDUgjWexI,1998,1, 'Qu?ng Nam', HTTT0001, HTTT, CQUI,11, D480104,1, 'T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12467,1FE755EBXPvAibaEXe9F2tx/ToPx3HMCUuVOFVUO,1998,1, 'Sóc Tr?ng', HTTT0001, HTTT, CQUI,11, D480104,1, 'Huy?n M? Xuyên',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12468,0388C53EXPvAibaEXe9F2tx/ToPx3FKeDTdDjuhB,1998,1, 'Bình ??nh', KHMT0001, KHMT, CQUI,11, D480101,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12471,EC99A310XPvAibaEXe9F2tx/ToPx3H/qqDPJ7QaV,1998,1, 'Long An', KTPM0001, CNPM, CLC,11, D480103,3, 'T?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12475,7A89E59EXPvAibaEXe8dBqMaN7rGhplqkQZA+eP0,1998,1, 'Gia Lai', KHMT0001, KHMT, CQUI,11, D480101,1, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476,E00AA33AXPvAibaEXe8dBqMaN7rGhkCtEeGzOxti,1998,1, 'Phú Yên', CNTT2016, KTTT, CQUI,11, D480201,5, 'T?nh Phú Yên',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12478,175475BBXPvAibaEXe8dBqMaN7rGhkux+ZR35bi9,1998,1, 'Thành ph? H? Chí Minh', HTTT0001, HTTT, CLC,11, D480104,3, 'Huy?n Long ?i?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12482,0152D73FXPvAibaEXe8dBqMaN7rGhiSNefyOeUyN,1998,1, 'Tây Ninh', KTMT0001, KTMT, CLC,11, D520214,1, 'T?nh Tây Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12483,208F2296XPvAibaEXe8dBqMaN7rGhjoJkVGvb02U,1998,1, 'Th?a Thiên Hu?', KTMT0001, KTMT, CQUI,11, D520214,1, 'T?nh Th?a Thiên Hu?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12484,6AAC82E8XPvAibaEXe8dBqMaN7rGhhzMiLnM53Rr,1998,0, 'Qu?ng Bình', ATTT2016, MMT&TT, CQUI,11, D480299,3, 'T?nh Qu?ng Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12485,38FEDC84XPvAibaEXe9n6M+kQhqu8viyMaH0fvSb,1998,0, 'Gia Lai', MMTT2016, MMT&TT, CQUI,11, D480102,3, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12486,917F1C39XPvAibaEXe9n6M+kQhqu8nyDX+6of8Dn,1998,0, '??k L?k', ATTN2016, MMT&TT, KSTN,11, D480299,3, 'Huy?n ??k Mil', xã ??c M?nh, huy?n ??k Mil, t?nh ??k Nông',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12487,53ED17C2XPvAibaEXe9n6M+kQhqu8muR98dJl0ve,1998,1, 'Kon Tum', HTCL2016.2, HTTT, CLC,11, D480104,5, 'T?nh Kon Tum',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12491,E9EC0E79XPvAibaEXe9n6M+kQhqu8vXp4f9LLODR,1998,0, 'Bà R?a - V?ng Tàu', HTTT2016, HTTT, CQUI,11, D480104,3, 'Huy?n Châu ??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12492,2F9BDB24XPvAibaEXe9n6M+kQhqu8vtdZtAucjId,1998,1, 'B?n Tre', KTPM0001, CNPM, CLC,11, D480103,1, 'T?nh B?n Tre',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12494,A330757EXPvAibaEXe9n6M+kQhqu8gO1FzoyH/Rl,1998,1, 'Qu?ng Ngãi', KTMT0001, KTMT, CLC,11, D520214,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12495,BF848739XPvAibaEXe/Ojw5gA+9jXod27QdpRMZl,1998,1, 'Th?a Thiên Hu?', KHTN2016, KHMT, CNTN,11, D480101,3, 'T?nh Th?a Thiên Hu?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12497,8119778BXPvAibaEXe/Ojw5gA+9jXjWsvTAxgD/k,1998,1, 'An Giang', CNTT2016, KTTT, CQUI,11, D480201,3, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12498,677BE13BXPvAibaEXe/Ojw5gA+9jXlEdHdnjvK4V,1998,1, 'Thành ph? H? Chí Minh', PMCL2016.2, CNPM, CLC,11, D480103,5, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12502,34BF2B7BXPvAibaEXe/Ojw5gA+9jXodFlsd3lSfU,1998,1, 'Bình D??ng', MMTT2016, MMT&TT, CQUI,11, D480102,3, 'Th? xã Thu?n An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504,775A7663XPvAibaEXe/Ojw5gA+9jXogmutvfW/hV,1998,1, 'Bình ??nh', CNTT0001, KTTT, CQUI,11, D480201,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512,B8E35AB3XPvAibaEXe+u8DuxWGTFfEjp5j+B1awT,1998,1, '??k L?k', HTTT0001, HTTT, CTTT,11, D480104,1, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513,2287431DXPvAibaEXe+u8DuxWGTFfGdDaMK+NRUh,1998,1, 'Bình ??nh', HTTT0001, HTTT, CQUI,11, D52480104,1, 'Huy?n Tây S?n', 'Làm nông ? Xóm 7, thôn Thu?n Truy?n, xã Bình Thu?n, huy?n Tây S?n, t?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514,353291D0XPvAibaEXe+u8DuxWGTFfOeTkx29Aj4l,1998,1, 'Ti?n Giang', CNTT0001, KTTT, CQUI,11, D480201,1, 'Huy?n Châu Thành',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12519,E667AF46XPvAibaEXe+g2dQ0D263aYLmCyvaFGBJ,1997,0, 'Bình Thu?n', KHMT2016, KHMT, CQUI,11, D480101,5, 'Huy?n ??c Tr?ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12520,86A2DE3DXPvAibaEXe+g2dQ0D263aYeQM20ZIAQY,1998,0, 'Thành ph? H? Chí Minh', HTTT0001, HTTT, CQUI,11, D52480104,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12521,D4D99820XPvAibaEXe+g2dQ0D263aUSI6fU2u8JV,1998,0, '??ng Nai', MMTT2016, MMT&TT, CQUI,11, D480102,3, 'T?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12523,8361811BXPvAibaEXe+g2dQ0D263aflTxTkEwuwy,1998,0, 'Lâm ??ng', CNTT0001, KTTT, CQUI,11, D480201,1, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12524,604A61D2XPvAibaEXe+g2dQ0D263aZSBBb1uQ+ou,1998,0, 'Kiên Giang', KTPM0001, CNPM, CLC,11, D480103,1, 'Huy?n Hòn ??t',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12526,73F66B14XPvAibaEXe998fVikzcJIs6n9B/re9qe,1998,1, 'Lâm ??ng', ATTT2016, MMT&TT, CQUI,11, D480299,3, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12527,3C65A25EXPvAibaEXe998fVikzcJIuk4ang3tj+3,1998,1, 'Qu?ng Ngãi', MMTT0001, MMT&TT, CQUI,11, D480299,1, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12529,D0E42648XPvAibaEXe998fVikzcJIoP0RXJ8JPji,1998,1, 'B?n Tre', KTPM0001, CNPM, CLC,11, D480103,1, 'Huy?n Ba Tri', t?nh B?n Tre',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12532,10E59E76XPvAibaEXe998fVikzcJIr3mNM3FOo5P,1998,1, 'Qu?ng Ngãi', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12535,593E7147XPvAibaEXe/S4a8qPv8Nb8Apfpl8/Rme,1998,1, 'B?n Tre', KTPM0001, CNPM, CLC,11, D480103,1, 'Huy?n Gi?ng Trôm',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12536,9D6D1B86XPvAibaEXe/S4a8qPv8Nb2L3J53OpioJ,1998,1, 'An Giang', KTMT0001, KTMT, CLC,11, D520214,2, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12537,463177E2XPvAibaEXe/S4a8qPv8Nbwk1GQ1spQXC,1998,1, 'Ninh Thu?n', HTTT0001, HTTT, CLC,11, D480104,1, 'T?nh Ninh Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12540,C3644783XPvAibaEXe/S4a8qPv8Nb0hZR3ga9Z3e,1998,1, 'Lâm ??ng', ATTT2016, MMT&TT, CQUI,11, D480299,3, 'T?nh Lâm ??ng', T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12541,C0B21F5FXPvAibaEXe/S4a8qPv8Nb1YVUfSINxiI,1998,1, 'Long An', MMTT2016, MMT&TT, CQUI,11, D480102,3, 'Huy?n B?n L?c', ?p 3A, xã Ph??c L?i, huy?n B?n L?c, t?nh Long An.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12542,F8593AF8XPvAibaEXe/S4a8qPv8Nb6L1AGYTWzOM,1998,1, 'Khánh Hòa', KHMT0001, KHMT, CQUI,11, D480101,1, 'Huy?n Diên Khánh', Su?i D?u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12543,CEE70FFFXPvAibaEXe/S4a8qPv8Nb+hR48MoOd17,1998,1, 'Thành ph? C?n Th?', KHMT0001, KHMT, CQUI,11, D480101,1, 'T?nh H?u Giang',t?nh H?u Gi?ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12546,BA4E4FF3XPvAibaEXe/PXWJbNZLssGHuklm+SW0s,1998,1, 'Qu?ng Ngãi', KTPM0001, CNPM, CLC,11, D480103,1, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12547,CED41935XPvAibaEXe/PXWJbNZLssLs+IURzkmib,1998,1, 'Bình Thu?n', KHMT0001, KHMT, CQUI,11, D480101,1, 'T?nh Bình Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12550,FBD55023XPvAibaEXe/PXWJbNZLssA6/Q88cqwfh,1998,1, 'Ti?n Giang', HTCL2016.2, HTTT, CLC,11, D480104,5, 'T?nh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12553,2E73D80EXPvAibaEXe/PXWJbNZLssCJ4GolwPu7D,1998,1, 'Ngh? an', CNTT2016, KTTT, CQUI,11, D480201,3, 'T?nh Ngh? An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12555,0EEBE88AXPvAibaEXe9G2n4phUxISLrrJViaK5xS,1998,1, 'Long An', KHMT0001, KHMT, CQUI,11, D480101,1, 'Huy?n Th? Th?a', TP HCM',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12557,BA4389B9XPvAibaEXe9G2n4phUxISP3mMhEky7PW,1998,1, 'An Giang', KTMT2016, KTMT, CQUI,11, D520214,5, 'Th? tr?n Chi L?ng', 'N?i tr? t?i nhà 46. khóm 2, t? 7, Th? tr?n Chi L?ng, Huy?n T?nh Biên, T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12559,780AE105XPvAibaEXe9G2n4phUxISNxxiOclZidR,1998,1, 'Khánh Hòa', KHMT2016.2, KHMT, CQUI,11, D480101,3, 'T?nh Khánh Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12560,4152FE50XPvAibaEXe9G2n4phUxISJmNzq1KHgOO,1998,1, 'Bình ??nh', KTPM0001, CNPM, CLC,11, D480103,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12561,DA324490XPvAibaEXe9G2n4phUxISKrqsRoHVin+,1998,1, 'H?i D??ng', HTTT0001, HTTT, CLC,11, D480104,1, 'T?nh H?i D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12563,EE2CE003XPvAibaEXe9G2n4phUxISPgKDi7igQgv,1998,1, 'Ti?n Giang', ATTT2016, MMT&TT, CQUI,11, D480299,3, 'T?nh Ti?n Giang', t?nh ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12564,AAB06320XPvAibaEXe9G2n4phUxISOOxbxEpyUmx,1998,0, 'Phú Yên', HTTT0001, HTTT, CQUI,11, D52480104,3, 'T?nh Phú Yên',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12568,761F971CXPvAibaEXe/hadw09FE3Wi8CjIUuD52s,1998,1, 'Thành ph? H? Chí Minh', HTTT0001, HTTT, CTTT,11, D480104,1, 'T?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12571,FD955A59XPvAibaEXe/hadw09FE3WvkGclxc9HUR,1997,1, 'Qu?ng Tr?', KTMT0001, KTMT, CQUI,11, D520214,1, 'T?nh Qu?ng Tr?', t?nh Qu?ng Tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12574,3A2BE3ECXPvAibaEXe/hadw09FE3WmcRG1NdhIvW,1998,1, '??k L?k', MMTT2016, MMT&TT, CQUI,11, D480102,5, 'T?nh ??k Nông',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12575,A323C7F8XPvAibaEXe/rR9uJzGOYErmJaPMhFISQ,1998,1, 'Thành ph? H? Chí Minh', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'Huy?n Phú Tân',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12577,C46B52B7XPvAibaEXe/rR9uJzGOYEijPPcNHBrO2,1998,1, '??ng Nai', HTTT0001, HTTT, CQUI,11, D52480104,1, 'Huy?n Long Thành',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12578,1BC38497XPvAibaEXe/rR9uJzGOYEtS85kFIQnbX,1998,1, '??k L?k', KHMT2016, KHMT, CQUI,11, D480101,5, 'Huy?n Krông P?c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
